date,unity,year,month,day,n
2020-09-04,evo,2020,9,4,886.0
2020-09-04,int,2020,9,4,892.0
2020-09-04,pri,2020,9,4,971.0
2020-09-04,sai,2020,9,4,171.0
2020-09-05,ent,2020,9,5,459.0
2020-09-05,evo,2020,9,5,1622.0
2020-09-05,int,2020,9,5,1627.0
2020-09-05,pri,2020,9,5,1856.0
2020-09-05,sai,2020,9,5,269.0
2020-09-06,ent,2020,9,6,924.0
2020-09-06,evo,2020,9,6,2868.0
2020-09-06,int,2020,9,6,2947.0
2020-09-06,pri,2020,9,6,3280.0
2020-09-06,sai,2020,9,6,466.0
2020-09-07,ent,2020,9,7,1024.0
2020-09-07,evo,2020,9,7,3095.0
2020-09-07,int,2020,9,7,3210.0
2020-09-07,pri,2020,9,7,3576.0
2020-09-07,sai,2020,9,7,632.0
2020-09-08,ent,2020,9,8,471.0
2020-09-08,evo,2020,9,8,1307.0
2020-09-08,int,2020,9,8,1404.0
2020-09-08,pri,2020,9,8,1483.0
2020-09-08,sai,2020,9,8,270.0
2020-09-09,ent,2020,9,9,913.0
2020-09-09,evo,2020,9,9,2441.0
2020-09-09,int,2020,9,9,2602.0
2020-09-09,pri,2020,9,9,2711.0
2020-09-09,sai,2020,9,9,570.0
2020-09-10,ent,2020,9,10,491.0
2020-09-10,evo,2020,9,10,1326.0
2020-09-10,int,2020,9,10,1437.0
2020-09-10,pri,2020,9,10,1514.0
2020-09-10,sai,2020,9,10,279.0
2020-09-11,ent,2020,9,11,599.0
2020-09-11,evo,2020,9,11,1476.0
2020-09-11,int,2020,9,11,1642.0
2020-09-11,pri,2020,9,11,1725.0
2020-09-11,sai,2020,9,11,319.0
2020-09-12,ent,2020,9,12,1078.0
2020-09-12,evo,2020,9,12,2974.0
2020-09-12,int,2020,9,12,3216.0
2020-09-12,pri,2020,9,12,3392.0
2020-09-12,sai,2020,9,12,623.0
2020-09-13,ent,2020,9,13,365.0
2020-09-13,evo,2020,9,13,1044.0
2020-09-13,int,2020,9,13,1118.0
2020-09-13,pri,2020,9,13,1168.0
2020-09-13,sai,2020,9,13,224.0
2020-09-14,ent,2020,9,14,898.0
2020-09-14,evo,2020,9,14,2425.0
2020-09-14,int,2020,9,14,2598.0
2020-09-14,pri,2020,9,14,2722.0
2020-09-14,sai,2020,9,14,547.0
2020-09-15,ent,2020,9,15,808.0
2020-09-15,evo,2020,9,15,2083.0
2020-09-15,int,2020,9,15,2201.0
2020-09-15,pri,2020,9,15,2308.0
2020-09-15,sai,2020,9,15,515.0
2020-09-16,ent,2020,9,16,694.0
2020-09-16,evo,2020,9,16,2014.0
2020-09-16,int,2020,9,16,2116.0
2020-09-16,pri,2020,9,16,2241.0
2020-09-16,sai,2020,9,16,425.0
2020-09-17,ent,2020,9,17,725.0
2020-09-17,evo,2020,9,17,1953.0
2020-09-17,int,2020,9,17,2025.0
2020-09-17,pri,2020,9,17,2158.0
2020-09-17,sai,2020,9,17,446.0
2020-09-18,ent,2020,9,18,675.0
2020-09-18,evo,2020,9,18,1882.0
2020-09-18,int,2020,9,18,1972.0
2020-09-18,pri,2020,9,18,2095.0
2020-09-18,sai,2020,9,18,389.0
2020-09-19,ent,2020,9,19,372.0
2020-09-19,evo,2020,9,19,1070.0
2020-09-19,int,2020,9,19,1156.0
2020-09-19,pri,2020,9,19,1203.0
2020-09-19,sai,2020,9,19,228.0
2020-09-20,ent,2020,9,20,354.0
2020-09-20,evo,2020,9,20,1074.0
2020-09-20,int,2020,9,20,1119.0
2020-09-20,pri,2020,9,20,1197.0
2020-09-20,sai,2020,9,20,208.0
2020-09-21,ent,2020,9,21,949.0
2020-09-21,evo,2020,9,21,2254.0
2020-09-21,int,2020,9,21,2422.0
2020-09-21,pri,2020,9,21,2534.0
2020-09-21,sai,2020,9,21,538.0
2020-09-22,ent,2020,9,22,616.0
2020-09-22,evo,2020,9,22,1681.0
2020-09-22,int,2020,9,22,1806.0
2020-09-22,pri,2020,9,22,1903.0
2020-09-22,sai,2020,9,22,378.0
2020-09-23,ent,2020,9,23,622.0
2020-09-23,evo,2020,9,23,1734.0
2020-09-23,int,2020,9,23,1825.0
2020-09-23,pri,2020,9,23,1940.0
2020-09-23,sai,2020,9,23,372.0
2020-09-24,ent,2020,9,24,632.0
2020-09-24,evo,2020,9,24,1715.0
2020-09-24,int,2020,9,24,1809.0
2020-09-24,pri,2020,9,24,1901.0
2020-09-24,sai,2020,9,24,362.0
2020-09-25,ent,2020,9,25,687.0
2020-09-25,evo,2020,9,25,1837.0
2020-09-25,int,2020,9,25,1919.0
2020-09-25,pri,2020,9,25,2030.0
2020-09-25,sai,2020,9,25,406.0
2020-09-26,ent,2020,9,26,361.0
2020-09-26,evo,2020,9,26,939.0
2020-09-26,int,2020,9,26,1017.0
2020-09-26,pri,2020,9,26,1051.0
2020-09-26,sai,2020,9,26,214.0
2020-09-27,ent,2020,9,27,355.0
2020-09-27,evo,2020,9,27,934.0
2020-09-27,int,2020,9,27,1003.0
2020-09-27,pri,2020,9,27,1060.0
2020-09-27,sai,2020,9,27,208.0
2020-09-28,ent,2020,9,28,877.0
2020-09-28,evo,2020,9,28,2194.0
2020-09-28,int,2020,9,28,2346.0
2020-09-28,pri,2020,9,28,2445.0
2020-09-28,sai,2020,9,28,482.0
2020-09-29,ent,2020,9,29,664.0
2020-09-29,evo,2020,9,29,1788.0
2020-09-29,int,2020,9,29,1939.0
2020-09-29,pri,2020,9,29,2024.0
2020-09-29,sai,2020,9,29,385.0
2020-09-30,ent,2020,9,30,596.0
2020-09-30,evo,2020,9,30,1656.0
2020-09-30,int,2020,9,30,1789.0
2020-09-30,pri,2020,9,30,1886.0
2020-09-30,sai,2020,9,30,341.0
2020-10-01,ent,2020,10,1,0.0
2020-10-01,evo,2020,10,1,0.0
2020-10-01,int,2020,10,1,0.0
2020-10-01,pri,2020,10,1,0.0
2020-10-01,sai,2020,10,1,0.0
2020-10-02,ent,2020,10,2,0.0
2020-10-02,evo,2020,10,2,0.0
2020-10-02,int,2020,10,2,0.0
2020-10-02,pri,2020,10,2,0.0
2020-10-02,sai,2020,10,2,0.0
2020-10-03,ent,2020,10,3,5.0
2020-10-03,evo,2020,10,3,7.0
2020-10-03,int,2020,10,3,8.0
2020-10-03,pri,2020,10,3,8.0
2020-10-03,sai,2020,10,3,4.0
2020-10-04,ent,2020,10,4,229.0
2020-10-04,evo,2020,10,4,680.0
2020-10-04,int,2020,10,4,688.0
2020-10-04,pri,2020,10,4,769.0
2020-10-04,sai,2020,10,4,145.0
2020-10-05,ent,2020,10,5,383.0
2020-10-05,evo,2020,10,5,1540.0
2020-10-05,int,2020,10,5,1541.0
2020-10-05,pri,2020,10,5,1742.0
2020-10-05,sai,2020,10,5,230.0
2020-10-06,ent,2020,10,6,1092.0
2020-10-06,evo,2020,10,6,2995.0
2020-10-06,int,2020,10,6,3037.0
2020-10-06,pri,2020,10,6,3426.0
2020-10-06,sai,2020,10,6,635.0
2020-10-07,ent,2020,10,7,1111.0
2020-10-07,evo,2020,10,7,3255.0
2020-10-07,int,2020,10,7,3344.0
2020-10-07,pri,2020,10,7,3675.0
2020-10-07,sai,2020,10,7,669.0
2020-10-08,ent,2020,10,8,1254.0
2020-10-08,evo,2020,10,8,3336.0
2020-10-08,int,2020,10,8,3533.0
2020-10-08,pri,2020,10,8,3724.0
2020-10-08,sai,2020,10,8,723.0
2020-10-09,ent,2020,10,9,789.0
2020-10-09,evo,2020,10,9,2164.0
2020-10-09,int,2020,10,9,2308.0
2020-10-09,pri,2020,10,9,2408.0
2020-10-09,sai,2020,10,9,497.0
2020-10-10,ent,2020,10,10,315.0
2020-10-10,evo,2020,10,10,813.0
2020-10-10,int,2020,10,10,872.0
2020-10-10,pri,2020,10,10,927.0
2020-10-10,sai,2020,10,10,173.0
2020-10-11,ent,2020,10,11,528.0
2020-10-11,evo,2020,10,11,1294.0
2020-10-11,int,2020,10,11,1419.0
2020-10-11,pri,2020,10,11,1488.0
2020-10-11,sai,2020,10,11,297.0
2020-10-12,ent,2020,10,12,1002.0
2020-10-12,evo,2020,10,12,2792.0
2020-10-12,int,2020,10,12,3026.0
2020-10-12,pri,2020,10,12,3208.0
2020-10-12,sai,2020,10,12,573.0
2020-10-13,ent,2020,10,13,782.0
2020-10-13,evo,2020,10,13,2022.0
2020-10-13,int,2020,10,13,2142.0
2020-10-13,pri,2020,10,13,2267.0
2020-10-13,sai,2020,10,13,441.0
2020-10-14,ent,2020,10,14,620.0
2020-10-14,evo,2020,10,14,1581.0
2020-10-14,int,2020,10,14,1687.0
2020-10-14,pri,2020,10,14,1783.0
2020-10-14,sai,2020,10,14,347.0
2020-10-15,ent,2020,10,15,537.0
2020-10-15,evo,2020,10,15,1402.0
2020-10-15,int,2020,10,15,1523.0
2020-10-15,pri,2020,10,15,1614.0
2020-10-15,sai,2020,10,15,341.0
2020-10-16,ent,2020,10,16,522.0
2020-10-16,evo,2020,10,16,1333.0
2020-10-16,int,2020,10,16,1436.0
2020-10-16,pri,2020,10,16,1509.0
2020-10-16,sai,2020,10,16,316.0
2020-10-17,ent,2020,10,17,280.0
2020-10-17,evo,2020,10,17,768.0
2020-10-17,int,2020,10,17,833.0
2020-10-17,pri,2020,10,17,877.0
2020-10-17,sai,2020,10,17,152.0
2020-10-18,ent,2020,10,18,243.0
2020-10-18,evo,2020,10,18,724.0
2020-10-18,int,2020,10,18,778.0
2020-10-18,pri,2020,10,18,822.0
2020-10-18,sai,2020,10,18,131.0
2020-10-19,ent,2020,10,19,751.0
2020-10-19,evo,2020,10,19,1875.0
2020-10-19,int,2020,10,19,2052.0
2020-10-19,pri,2020,10,19,2147.0
2020-10-19,sai,2020,10,19,431.0
2020-10-20,ent,2020,10,20,530.0
2020-10-20,evo,2020,10,20,1469.0
2020-10-20,int,2020,10,20,1580.0
2020-10-20,pri,2020,10,20,1680.0
2020-10-20,sai,2020,10,20,313.0
2020-10-21,ent,2020,10,21,561.0
2020-10-21,evo,2020,10,21,1340.0
2020-10-21,int,2020,10,21,1464.0
2020-10-21,pri,2020,10,21,1541.0
2020-10-21,sai,2020,10,21,344.0
2020-10-22,ent,2020,10,22,508.0
2020-10-22,evo,2020,10,22,1354.0
2020-10-22,int,2020,10,22,1453.0
2020-10-22,pri,2020,10,22,1529.0
2020-10-22,sai,2020,10,22,308.0
2020-10-23,ent,2020,10,23,499.0
2020-10-23,evo,2020,10,23,1320.0
2020-10-23,int,2020,10,23,1439.0
2020-10-23,pri,2020,10,23,1511.0
2020-10-23,sai,2020,10,23,305.0
2020-10-24,ent,2020,10,24,268.0
2020-10-24,evo,2020,10,24,746.0
2020-10-24,int,2020,10,24,815.0
2020-10-24,pri,2020,10,24,860.0
2020-10-24,sai,2020,10,24,163.0
2020-10-25,ent,2020,10,25,273.0
2020-10-25,evo,2020,10,25,751.0
2020-10-25,int,2020,10,25,837.0
2020-10-25,pri,2020,10,25,883.0
2020-10-25,sai,2020,10,25,163.0
2020-10-26,ent,2020,10,26,772.0
2020-10-26,evo,2020,10,26,1846.0
2020-10-26,int,2020,10,26,1996.0
2020-10-26,pri,2020,10,26,2098.0
2020-10-26,sai,2020,10,26,455.0
2020-10-27,ent,2020,10,27,522.0
2020-10-27,evo,2020,10,27,1416.0
2020-10-27,int,2020,10,27,1534.0
2020-10-27,pri,2020,10,27,1617.0
2020-10-27,sai,2020,10,27,303.0
2020-10-28,ent,2020,10,28,526.0
2020-10-28,evo,2020,10,28,1387.0
2020-10-28,int,2020,10,28,1478.0
2020-10-28,pri,2020,10,28,1578.0
2020-10-28,sai,2020,10,28,302.0
2020-10-29,ent,2020,10,29,540.0
2020-10-29,evo,2020,10,29,1430.0
2020-10-29,int,2020,10,29,1584.0
2020-10-29,pri,2020,10,29,1643.0
2020-10-29,sai,2020,10,29,316.0
2020-10-30,ent,2020,10,30,446.0
2020-10-30,evo,2020,10,30,1158.0
2020-10-30,int,2020,10,30,1306.0
2020-10-30,pri,2020,10,30,1369.0
2020-10-30,sai,2020,10,30,278.0
2020-10-31,ent,2020,10,31,285.0
2020-10-31,evo,2020,10,31,690.0
2020-10-31,int,2020,10,31,755.0
2020-10-31,pri,2020,10,31,791.0
2020-10-31,sai,2020,10,31,162.0
2020-11-01,ent,2020,11,1,0.0
2020-11-01,evo,2020,11,1,0.0
2020-11-01,int,2020,11,1,0.0
2020-11-01,pri,2020,11,1,0.0
2020-11-01,sai,2020,11,1,0.0
2020-11-02,ent,2020,11,2,0.0
2020-11-02,evo,2020,11,2,0.0
2020-11-02,int,2020,11,2,0.0
2020-11-02,pri,2020,11,2,0.0
2020-11-02,sai,2020,11,2,0.0
2020-11-03,ent,2020,11,3,1.0
2020-11-03,evo,2020,11,3,6.0
2020-11-03,int,2020,11,3,5.0
2020-11-03,pri,2020,11,3,6.0
2020-11-03,sai,2020,11,3,1.0
2020-11-04,ent,2020,11,4,204.0
2020-11-04,evo,2020,11,4,650.0
2020-11-04,int,2020,11,4,681.0
2020-11-04,pri,2020,11,4,736.0
2020-11-04,sai,2020,11,4,99.0
2020-11-05,ent,2020,11,5,976.0
2020-11-05,evo,2020,11,5,3253.0
2020-11-05,int,2020,11,5,3266.0
2020-11-05,pri,2020,11,5,3687.0
2020-11-05,sai,2020,11,5,519.0
2020-11-06,ent,2020,11,6,758.0
2020-11-06,evo,2020,11,6,2461.0
2020-11-06,int,2020,11,6,2440.0
2020-11-06,pri,2020,11,6,2764.0
2020-11-06,sai,2020,11,6,440.0
2020-11-07,ent,2020,11,7,622.0
2020-11-07,evo,2020,11,7,1903.0
2020-11-07,int,2020,11,7,2028.0
2020-11-07,pri,2020,11,7,2157.0
2020-11-07,sai,2020,11,7,380.0
2020-11-08,ent,2020,11,8,1017.0
2020-11-08,evo,2020,11,8,2754.0
2020-11-08,int,2020,11,8,2919.0
2020-11-08,pri,2020,11,8,3065.0
2020-11-08,sai,2020,11,8,593.0
2020-11-09,ent,2020,11,9,763.0
2020-11-09,evo,2020,11,9,2059.0
2020-11-09,int,2020,11,9,2170.0
2020-11-09,pri,2020,11,9,2287.0
2020-11-09,sai,2020,11,9,441.0
2020-11-10,ent,2020,11,10,273.0
2020-11-10,evo,2020,11,10,779.0
2020-11-10,int,2020,11,10,846.0
2020-11-10,pri,2020,11,10,891.0
2020-11-10,sai,2020,11,10,152.0
2020-11-11,ent,2020,11,11,949.0
2020-11-11,evo,2020,11,11,2335.0
2020-11-11,int,2020,11,11,2494.0
2020-11-11,pri,2020,11,11,2603.0
2020-11-11,sai,2020,11,11,574.0
2020-11-12,ent,2020,11,12,949.0
2020-11-12,evo,2020,11,12,2742.0
2020-11-12,int,2020,11,12,2951.0
2020-11-12,pri,2020,11,12,3154.0
2020-11-12,sai,2020,11,12,583.0
2020-11-13,ent,2020,11,13,717.0
2020-11-13,evo,2020,11,13,1729.0
2020-11-13,int,2020,11,13,1909.0
2020-11-13,pri,2020,11,13,1996.0
2020-11-13,sai,2020,11,13,423.0
2020-11-14,ent,2020,11,14,367.0
2020-11-14,evo,2020,11,14,1017.0
2020-11-14,int,2020,11,14,1118.0
2020-11-14,pri,2020,11,14,1181.0
2020-11-14,sai,2020,11,14,208.0
2020-11-15,ent,2020,11,15,307.0
2020-11-15,evo,2020,11,15,971.0
2020-11-15,int,2020,11,15,1060.0
2020-11-15,pri,2020,11,15,1099.0
2020-11-15,sai,2020,11,15,192.0
2020-11-16,ent,2020,11,16,996.0
2020-11-16,evo,2020,11,16,2577.0
2020-11-16,int,2020,11,16,2802.0
2020-11-16,pri,2020,11,16,2944.0
2020-11-16,sai,2020,11,16,569.0
2020-11-17,ent,2020,11,17,816.0
2020-11-17,evo,2020,11,17,2255.0
2020-11-17,int,2020,11,17,2481.0
2020-11-17,pri,2020,11,17,2627.0
2020-11-17,sai,2020,11,17,470.0
2020-11-18,ent,2020,11,18,796.0
2020-11-18,evo,2020,11,18,2115.0
2020-11-18,int,2020,11,18,2299.0
2020-11-18,pri,2020,11,18,2442.0
2020-11-18,sai,2020,11,18,455.0
2020-11-19,ent,2020,11,19,792.0
2020-11-19,evo,2020,11,19,2035.0
2020-11-19,int,2020,11,19,2239.0
2020-11-19,pri,2020,11,19,2375.0
2020-11-19,sai,2020,11,19,456.0
2020-11-20,ent,2020,11,20,642.0
2020-11-20,evo,2020,11,20,1858.0
2020-11-20,int,2020,11,20,2017.0
2020-11-20,pri,2020,11,20,2122.0
2020-11-20,sai,2020,11,20,399.0
2020-11-21,ent,2020,11,21,457.0
2020-11-21,evo,2020,11,21,1261.0
2020-11-21,int,2020,11,21,1371.0
2020-11-21,pri,2020,11,21,1449.0
2020-11-21,sai,2020,11,21,270.0
2020-11-22,ent,2020,11,22,423.0
2020-11-22,evo,2020,11,22,1144.0
2020-11-22,int,2020,11,22,1266.0
2020-11-22,pri,2020,11,22,1324.0
2020-11-22,sai,2020,11,22,251.0
2020-11-23,ent,2020,11,23,1184.0
2020-11-23,evo,2020,11,23,2911.0
2020-11-23,int,2020,11,23,3165.0
2020-11-23,pri,2020,11,23,3317.0
2020-11-23,sai,2020,11,23,653.0
2020-11-24,ent,2020,11,24,943.0
2020-11-24,evo,2020,11,24,2556.0
2020-11-24,int,2020,11,24,2842.0
2020-11-24,pri,2020,11,24,2970.0
2020-11-24,sai,2020,11,24,511.0
2020-11-25,ent,2020,11,25,919.0
2020-11-25,evo,2020,11,25,2419.0
2020-11-25,int,2020,11,25,2681.0
2020-11-25,pri,2020,11,25,2809.0
2020-11-25,sai,2020,11,25,500.0
2020-11-26,ent,2020,11,26,1001.0
2020-11-26,evo,2020,11,26,2503.0
2020-11-26,int,2020,11,26,2739.0
2020-11-26,pri,2020,11,26,2880.0
2020-11-26,sai,2020,11,26,561.0
2020-11-27,ent,2020,11,27,912.0
2020-11-27,evo,2020,11,27,2474.0
2020-11-27,int,2020,11,27,2701.0
2020-11-27,pri,2020,11,27,2828.0
2020-11-27,sai,2020,11,27,520.0
2020-11-28,ent,2020,11,28,509.0
2020-11-28,evo,2020,11,28,1515.0
2020-11-28,int,2020,11,28,1654.0
2020-11-28,pri,2020,11,28,1745.0
2020-11-28,sai,2020,11,28,279.0
2020-11-29,ent,2020,11,29,447.0
2020-11-29,evo,2020,11,29,1377.0
2020-11-29,int,2020,11,29,1514.0
2020-11-29,pri,2020,11,29,1595.0
2020-11-29,sai,2020,11,29,246.0
2020-11-30,ent,2020,11,30,1294.0
2020-11-30,evo,2020,11,30,3333.0
2020-11-30,int,2020,11,30,3619.0
2020-11-30,pri,2020,11,30,3806.0
2020-11-30,sai,2020,11,30,706.0
2020-12-01,ent,2020,12,1,0.0
2020-12-01,evo,2020,12,1,0.0
2020-12-01,int,2020,12,1,0.0
2020-12-01,pri,2020,12,1,0.0
2020-12-01,sai,2020,12,1,0.0
2020-12-02,ent,2020,12,2,0.0
2020-12-02,evo,2020,12,2,0.0
2020-12-02,int,2020,12,2,0.0
2020-12-02,pri,2020,12,2,0.0
2020-12-02,sai,2020,12,2,0.0
2020-12-03,ent,2020,12,3,6.0
2020-12-03,evo,2020,12,3,10.0
2020-12-03,int,2020,12,3,11.0
2020-12-03,pri,2020,12,3,13.0
2020-12-03,sai,2020,12,3,3.0
2020-12-04,ent,2020,12,4,197.0
2020-12-04,evo,2020,12,4,593.0
2020-12-04,int,2020,12,4,618.0
2020-12-04,pri,2020,12,4,669.0
2020-12-04,sai,2020,12,4,116.0
2020-12-05,ent,2020,12,5,918.0
2020-12-05,evo,2020,12,5,2989.0
2020-12-05,int,2020,12,5,3048.0
2020-12-05,pri,2020,12,5,3393.0
2020-12-05,sai,2020,12,5,448.0
2020-12-06,ent,2020,12,6,1072.0
2020-12-06,evo,2020,12,6,3031.0
2020-12-06,int,2020,12,6,3024.0
2020-12-06,pri,2020,12,6,3450.0
2020-12-06,sai,2020,12,6,635.0
2020-12-07,ent,2020,12,7,557.0
2020-12-07,evo,2020,12,7,1707.0
2020-12-07,int,2020,12,7,1772.0
2020-12-07,pri,2020,12,7,1890.0
2020-12-07,sai,2020,12,7,340.0
2020-12-08,ent,2020,12,8,936.0
2020-12-08,evo,2020,12,8,2587.0
2020-12-08,int,2020,12,8,2699.0
2020-12-08,pri,2020,12,8,2866.0
2020-12-08,sai,2020,12,8,568.0
2020-12-09,ent,2020,12,9,378.0
2020-12-09,evo,2020,12,9,1114.0
2020-12-09,int,2020,12,9,1193.0
2020-12-09,pri,2020,12,9,1253.0
2020-12-09,sai,2020,12,9,223.0
2020-12-10,ent,2020,12,10,305.0
2020-12-10,evo,2020,12,10,830.0
2020-12-10,int,2020,12,10,899.0
2020-12-10,pri,2020,12,10,956.0
2020-12-10,sai,2020,12,10,171.0
2020-12-11,ent,2020,12,11,708.0
2020-12-11,evo,2020,12,11,1804.0
2020-12-11,int,2020,12,11,1941.0
2020-12-11,pri,2020,12,11,2049.0
2020-12-11,sai,2020,12,11,437.0
2020-12-12,ent,2020,12,12,542.0
2020-12-12,evo,2020,12,12,1628.0
2020-12-12,int,2020,12,12,1781.0
2020-12-12,pri,2020,12,12,1883.0
2020-12-12,sai,2020,12,12,339.0
2020-12-13,ent,2020,12,13,422.0
2020-12-13,evo,2020,12,13,1365.0
2020-12-13,int,2020,12,13,1481.0
2020-12-13,pri,2020,12,13,1594.0
2020-12-13,sai,2020,12,13,239.0
2020-12-14,ent,2020,12,14,1378.0
2020-12-14,evo,2020,12,14,3504.0
2020-12-14,int,2020,12,14,3857.0
2020-12-14,pri,2020,12,14,4076.0
2020-12-14,sai,2020,12,14,780.0
2020-12-15,ent,2020,12,15,1104.0
2020-12-15,evo,2020,12,15,3027.0
2020-12-15,int,2020,12,15,3272.0
2020-12-15,pri,2020,12,15,3455.0
2020-12-15,sai,2020,12,15,636.0
2020-12-16,ent,2020,12,16,962.0
2020-12-16,evo,2020,12,16,2802.0
2020-12-16,int,2020,12,16,3060.0
2020-12-16,pri,2020,12,16,3239.0
2020-12-16,sai,2020,12,16,545.0
2020-12-17,ent,2020,12,17,985.0
2020-12-17,evo,2020,12,17,2794.0
2020-12-17,int,2020,12,17,3039.0
2020-12-17,pri,2020,12,17,3227.0
2020-12-17,sai,2020,12,17,565.0
2020-12-18,ent,2020,12,18,974.0
2020-12-18,evo,2020,12,18,2689.0
2020-12-18,int,2020,12,18,2894.0
2020-12-18,pri,2020,12,18,3063.0
2020-12-18,sai,2020,12,18,557.0
2020-12-19,ent,2020,12,19,550.0
2020-12-19,evo,2020,12,19,1553.0
2020-12-19,int,2020,12,19,1721.0
2020-12-19,pri,2020,12,19,1809.0
2020-12-19,sai,2020,12,19,330.0
2020-12-20,ent,2020,12,20,515.0
2020-12-20,evo,2020,12,20,1573.0
2020-12-20,int,2020,12,20,1749.0
2020-12-20,pri,2020,12,20,1848.0
2020-12-20,sai,2020,12,20,296.0
2020-12-21,ent,2020,12,21,1226.0
2020-12-21,evo,2020,12,21,3289.0
2020-12-21,int,2020,12,21,3668.0
2020-12-21,pri,2020,12,21,3847.0
2020-12-21,sai,2020,12,21,646.0
2020-12-22,ent,2020,12,22,1055.0
2020-12-22,evo,2020,12,22,2906.0
2020-12-22,int,2020,12,22,3142.0
2020-12-22,pri,2020,12,22,3323.0
2020-12-22,sai,2020,12,22,595.0
2020-12-23,ent,2020,12,23,964.0
2020-12-23,evo,2020,12,23,2745.0
2020-12-23,int,2020,12,23,2936.0
2020-12-23,pri,2020,12,23,3107.0
2020-12-23,sai,2020,12,23,578.0
2020-12-24,ent,2020,12,24,715.0
2020-12-24,evo,2020,12,24,1883.0
2020-12-24,int,2020,12,24,2073.0
2020-12-24,pri,2020,12,24,2174.0
2020-12-24,sai,2020,12,24,431.0
2020-12-25,ent,2020,12,25,445.0
2020-12-25,evo,2020,12,25,1232.0
2020-12-25,int,2020,12,25,1337.0
2020-12-25,pri,2020,12,25,1425.0
2020-12-25,sai,2020,12,25,255.0
2020-12-26,ent,2020,12,26,651.0
2020-12-26,evo,2020,12,26,1766.0
2020-12-26,int,2020,12,26,1935.0
2020-12-26,pri,2020,12,26,2044.0
2020-12-26,sai,2020,12,26,387.0
2020-12-27,ent,2020,12,27,573.0
2020-12-27,evo,2020,12,27,1586.0
2020-12-27,int,2020,12,27,1748.0
2020-12-27,pri,2020,12,27,1845.0
2020-12-27,sai,2020,12,27,339.0
2020-12-28,ent,2020,12,28,1619.0
2020-12-28,evo,2020,12,28,4055.0
2020-12-28,int,2020,12,28,4440.0
2020-12-28,pri,2020,12,28,4669.0
2020-12-28,sai,2020,12,28,896.0
2020-12-29,ent,2020,12,29,1263.0
2020-12-29,evo,2020,12,29,3265.0
2020-12-29,int,2020,12,29,3536.0
2020-12-29,pri,2020,12,29,3702.0
2020-12-29,sai,2020,12,29,771.0
2020-12-30,ent,2020,12,30,1128.0
2020-12-30,evo,2020,12,30,2955.0
2020-12-30,int,2020,12,30,3217.0
2020-12-30,pri,2020,12,30,3422.0
2020-12-30,sai,2020,12,30,711.0
2020-12-31,ent,2020,12,31,740.0
2020-12-31,evo,2020,12,31,1899.0
2020-12-31,int,2020,12,31,2043.0
2020-12-31,pri,2020,12,31,2174.0
2020-12-31,sai,2020,12,31,423.0
