var01,var02,var03,var04,var05,var06,var07,var08,var09,var10,var11,var12,var13,var14,var15
True,n001,,49,,,s15,2/27/2022 19:06,0,,,,,6,0
True,n002,,,,,s41,2/9/2022 13:47,4,,10,,,,4
True,n003,a,59,,,s28,2/2/2022 19:47,-7,10,10,10,10,10,-7
True,n004,a,47,,,s12,2/6/2022 1:11,4,,10,,,,4
True,n005,,71,,,s03,2/2/2022 18:33,2,9,9,7,8,11,2
True,n006,,68,,,s44,2/28/2022 2:53,-10,,,,,,-10
True,n007,,43,,,s38,2/4/2022 21:39,4,,,,,,4
True,n008,,,,,s32,2/3/2022 18:57,4,9,7,7,7,11,4
True,n009,a,58,,,s25,2/23/2022 20:41,-9,0,5,0,4,0,-9
True,n010,,,,,s03,2/2/2022 18:29,-10,,0,,,,-10
True,n011,a,63,,,s13,2/28/2022 11:16,3,8,8,8,7,9,3
True,n012,a,34,,,s12,2/3/2022 0:24,-2,9,9,9,9,8,-2
True,n013,,52,,,s29,2/1/2022 0:45,-10,,,,,,-10
True,n014,,67,32,1,s15,2/4/2022 15:54,5,10,10,8,8,6,5
True,n015,,,,,s05,2/23/2022 3:29,1,5,5,5,5,5,1
True,n016,a,64,,,s04,2/22/2022 2:12,1,7,6,6,6,8,1
True,n017,,55,,,s20,2/24/2022 19:59,3,9,10,9,8,8,3
True,n018,,,,,s38,2/4/2022 22:49,2,8,8,8,8,8,2
True,n019,a,54,,,s12,2/4/2022 4:31,3,9,10,10,9,9,3
True,n020,a,64,,,s43,2/2/2022 1:57,-5,10,10,5,10,10,-5
True,n021,,,,,s41,2/23/2022 17:57,3,,10,,,,3
True,n022,,57,,,s15,2/3/2022 0:44,-7,,,,,,-7
True,n023,,75,,,s07,2/1/2022 15:52,-10,,0,,,,-10
True,n024,b,56,,,s30,2/22/2022 14:52,-10,3,2,1,1,1,-10
True,n025,a,72,,,s44,2/27/2022 15:57,2,,,,,9,2
True,n026,,42,,,s06,2/22/2022 18:49,4,10,10,8,9,9,4
True,n027,a,74,,,s31,2/8/2022 8:58,2,9,7,6,8,8,2
True,n028,a,32,,,s24,2/3/2022 17:59,-7,9,10,9,9,9,-7
True,n029,,45,,,s20,2/28/2022 13:10,1,7,7,7,5,8,1
True,n030,a,60,165,1,s38,2/6/2022 0:03,3,8,7,7,9,9,3
True,n031,a,68,,,s12,2/7/2022 15:20,4,10,10,5,5,8,4
True,n032,,,,,s23,2/28/2022 15:05,2,,,,,8,2
True,n033,a,80,,,s39,2/3/2022 16:21,2,,,,,,2
True,n034,a,64,,,s32,2/5/2022 19:36,4,,10,,,,4
True,n035,,,,,s20,2/1/2022 17:15,-1,,10,,,,-1
True,n036,a,72,30,2,s07,2/22/2022 13:06,-10,,,,,,-10
True,n037,c,57,,,s21,2/8/2022 17:51,4,10,,,,,4
True,n038,,66,,,s39,2/5/2022 18:18,-10,0,0,0,0,0,-10
True,n039,b,67,,,s03,2/23/2022 19:35,4,10,10,10,10,10,4
True,n040,,55,,,s41,2/25/2022 23:09,2,,,,,,2
True,n041,a,66,,,s32,2/2/2022 1:38,-5,,,,,,-5
True,n042,a,70,,,s31,2/10/2022 23:00,2,,8,,,,2
True,n043,,,,,#N/D,2/9/2022 2:02,2,,,,,8,2
True,n044,a,121,4,1,s37,2/2/2022 22:37,2,8,,,,,2
True,n045,a,55,,,s20,2/8/2022 14:10,-10,1,2,0,1,0,-10
True,n046,a,64,,,s39,2/24/2022 14:31,3,9,9,9,9,9,3
True,n047,a,69,,,s03,2/1/2022 4:54,-1,10,,,,,-1
True,n048,,58,7,1,s38,2/24/2022 14:35,3,9,8,9,8,6,3
True,n049,,,,,s20,2/5/2022 21:13,2,,9,,,,2
True,n050,a,65,,,s17,2/22/2022 21:05,4,,10,,,,4
True,n051,,69,,,s29,2/27/2022 18:33,1,7,5,5,5,11,1
True,n052,a,69,,,s39,2/4/2022 20:57,2,7,7,5,6,7,2
True,n053,a,70,75,1,s07,2/1/2022 14:41,-1,10,10,10,10,9,-1
True,n054,a,53,,,s43,2/26/2022 13:57,-10,,5,,,,-10
True,n055,,70,,,s38,2/16/2022 20:29,-10,4,2,3,3,4,-10
True,n056,,,,,s06,2/8/2022 15:53,-2,5,5,5,5,5,-2
True,n057,a,63,,,s05,2/6/2022 4:27,-10,0,0,0,0,0,-10
True,n058,a,64,,,s20,2/9/2022 21:52,-2,,,,,5,-2
True,n059,a,76,,,s12,2/6/2022 18:09,4,10,8,8,7,7,4
True,n060,a,66,,,s12,2/6/2022 21:53,2,8,5,1,1,2,2
True,n061,a,75,,,s12,2/26/2022 18:45,4,,,,,,4
True,n062,a,56,,,s21,2/28/2022 13:38,0,6,9,5,6,6,0
True,n063,,67,,,s24,2/22/2022 15:57,4,7,5,5,4,1,4
True,n064,a,75,11,1,s03,2/1/2022 1:14,-1,,,,,,-1
True,n065,a,59,20,1,s28,2/10/2022 17:35,4,10,10,10,10,10,4
True,n066,,73,,,s38,2/24/2022 20:11,4,10,10,10,9,11,4
True,n067,,63,,,s10,2/24/2022 21:01,-10,5,4,5,5,5,-10
True,n068,a,79,,,s22,2/22/2022 17:11,4,,,,,10,4
True,n069,c,81,,,s43,2/10/2022 20:30,3,9,8,6,9,9,3
True,n070,,,,,s18,2/4/2022 4:59,4,9,10,9,9,11,4
True,n071,a,59,,,s03,2/24/2022 20:37,4,10,,,,,4
True,n072,,,,,#N/D,2/11/2022 15:27,-10,,0,,,,-10
True,n073,,60,,,s07,2/22/2022 23:25,2,9,9,7,9,11,2
True,n074,,,,,s39,2/28/2022 2:55,4,,,,,,4
True,n075,a,80,,,s15,2/6/2022 19:03,4,10,10,10,10,10,4
True,n076,a,68,,,s41,2/1/2022 12:37,1,,,,,,1
True,n077,a,57,,,s01,2/4/2022 2:34,4,10,10,7,10,8,4
True,n078,a,62,,,s03,2/1/2022 0:11,-10,4,,,,,-10
True,n079,a,62,4,1,s08,2/23/2022 16:37,4,,10,,,,4
True,n080,,,,,s22,2/28/2022 15:27,4,10,8,10,10,10,4
True,n081,a,84,28,1,s41,2/28/2022 18:24,4,10,,,,,4
True,n082,a,51,,,s43,2/24/2022 3:22,4,,,,,,4
True,n083,,80,,,s08,2/2/2022 21:22,2,9,9,8,8,8,2
True,n084,,72,,,s20,2/25/2022 9:58,-10,1,1,0,1,0,-10
True,n085,a,77,,,s12,2/8/2022 3:17,1,5,6,3,5,5,1
True,n086,a,52,,,s39,2/27/2022 13:43,4,,9,,,,4
True,n087,a,72,,,s08,2/28/2022 2:30,4,,,,,10,4
True,n088,,,,,s41,2/21/2022 22:58,3,9,9,7,9,9,3
True,n089,a,68,,,s36,2/26/2022 22:12,4,,,,,,4
True,n090,,69,84,6,s44,2/24/2022 1:51,4,10,10,3,8,5,4
True,n091,,54,,,s08,2/23/2022 13:54,-3,6,5,3,5,5,-3
True,n092,a,56,,,s31,2/25/2022 14:35,4,10,10,10,10,10,4
True,n093,,44,,,s27,2/23/2022 11:52,4,10,10,10,10,10,4
True,n094,,,,,s41,2/1/2022 16:34,-1,10,10,10,10,10,-1
True,n095,,77,,,s31,2/21/2022 15:28,3,,,,,,3
True,n096,a,69,,,s04,2/8/2022 2:25,4,9,8,9,9,8,4
True,n097,a,55,,,s17,2/23/2022 23:03,-10,1,0,0,5,1,-10
True,n098,a,59,,,s41,2/1/2022 23:46,-5,10,10,10,10,10,-5
True,n099,a,82,,,s02,2/6/2022 23:13,3,9,9,8,8,9,3
True,n100,a,35,,,s16,2/3/2022 19:31,4,,10,,,,4
True,n101,a,72,,,s16,2/26/2022 22:59,-10,,,,,,-10
True,n102,,,,,s31,2/4/2022 11:51,3,9,,,,,3
True,n103,,66,,,s43,2/22/2022 18:11,2,,,,,,2
True,n104,,,,,s07,2/16/2022 2:54,4,10,10,9,9,10,4
True,n105,,56,,,s07,2/26/2022 14:57,4,,10,,,,4
True,n106,,68,,,s29,2/3/2022 2:18,-5,8,9,6,5,8,-5
True,n107,a,49,,,s35,2/27/2022 11:32,4,,,,,,4
True,n108,,,,,s16,2/1/2022 3:56,-7,0,,,,,-7
True,n109,a,50,,,s15,2/28/2022 23:46,-10,2,0,0,0,2,-10
True,n110,a,61,,,s38,2/26/2022 2:09,4,,10,,,,4
True,n111,,68,,,s37,2/8/2022 12:14,-2,,,,,,-2
True,n112,a,79,,,s33,2/22/2022 17:08,2,7,8,7,7,6,2
True,n113,,,,,s27,2/25/2022 1:23,4,10,10,10,10,10,4
True,n114,,,,,s43,2/6/2022 21:34,4,10,10,10,10,10,4
True,n115,a,77,,,s03,2/25/2022 15:41,3,7,8,7,5,8,3
True,n116,,29,,,s31,2/8/2022 15:56,4,9,7,9,8,10,4
True,n117,a,88,,,s04,2/11/2022 23:07,3,9,9,9,8,8,3
True,n118,a,63,,,s22,2/5/2022 10:38,4,10,10,10,10,10,4
True,n119,a,50,,,s35,2/26/2022 5:55,-10,,,,,,-10
True,n120,a,69,,,s12,2/21/2022 14:51,-10,0,8,0,0,0,-10
True,n121,a,81,,,s14,2/2/2022 22:46,-2,,9,,,,-2
True,n122,,,,,#N/D,2/20/2022 18:18,3,10,10,8,9,10,3
True,n123,a,66,,,s44,2/22/2022 13:24,-7,,,,,3,-7
True,n124,a,70,,,s12,2/23/2022 12:13,4,,,,,7,4
True,n125,a,78,,,s17,2/22/2022 21:44,2,9,10,8,9,9,2
True,n126,a,72,,,s16,2/27/2022 17:32,4,10,,,,,4
True,n127,a,121,,,s03,2/25/2022 10:20,4,10,10,8,8,10,4
True,n128,a,78,,,s13,2/1/2022 12:13,-10,3,4,0,1,3,-10
True,n129,a,68,,,s01,2/2/2022 21:36,-2,,10,,,,-2
True,n130,a,74,,,s12,2/24/2022 11:29,4,10,10,10,10,11,4
True,n131,a,50,,,s12,2/23/2022 0:15,4,10,9,9,10,10,4
True,n132,,,,,s24,2/1/2022 16:31,-1,10,,,,,-1
True,n133,a,69,,,s05,2/7/2022 20:06,4,10,10,9,9,9,4
True,n134,,,,,s38,2/26/2022 16:00,4,10,10,7,10,10,4
True,n135,,,,,s32,2/23/2022 15:30,-3,7,8,6,5,3,-3
True,n136,a,59,,,s39,2/24/2022 19:23,4,10,10,10,10,10,4
True,n137,,,,,s07,2/1/2022 0:02,-1,,10,,,,-1
True,n138,,,,,s22,2/24/2022 23:54,-10,1,3,3,3,4,-10
True,n139,,66,,,s43,2/2/2022 12:49,0,8,5,5,5,8,0
True,n140,a,68,40,4,s03,2/2/2022 1:07,-5,5,10,5,5,5,-5
True,n141,,58,,,s07,2/27/2022 16:53,-10,4,7,7,4,5,-10
True,n142,a,43,,,s12,2/1/2022 11:24,-4,8,8,8,8,8,-4
True,n143,,,,,s16,2/21/2022 15:25,4,10,10,10,10,10,4
True,n144,,76,18,2,s26,2/10/2022 13:57,3,,8,,,,3
True,n145,,65,,,s08,2/11/2022 7:07,3,,10,,,,3
True,n146,a,85,,,s07,2/2/2022 18:29,-7,10,10,10,10,10,-7
True,n147,a,75,,,s30,2/4/2022 0:26,-10,5,5,3,2,5,-10
True,n148,a,68,91,3,s01,2/3/2022 20:07,0,,,,,,0
True,n149,a,78,,,s39,2/26/2022 21:31,2,,8,,,,2
True,n150,a,65,,,s06,2/28/2022 1:16,2,,,,,8,2
True,n151,a,71,16,3,s20,2/3/2022 15:44,1,,9,,,,1
True,n152,,,,,s22,2/5/2022 5:43,2,,,,,,2
True,n153,a,74,,,s03,2/4/2022 6:14,4,,10,,,,4
True,n154,a,69,,,s07,2/3/2022 21:46,2,9,10,6,10,9,2
True,n155,a,68,9,1,s02,2/21/2022 14:43,3,,,,,,3
True,n156,c,70,,,s39,2/21/2022 23:37,-10,0,0,5,0,0,-10
True,n157,a,81,,,s02,2/24/2022 22:48,-10,,7,,,,-10
True,n158,,75,,,s07,2/7/2022 19:10,1,,,,,,1
True,n159,,,,,s39,2/4/2022 16:47,-7,,1,,,,-7
True,n160,,,,,s40,2/6/2022 20:42,4,10,,,,,4
True,n161,,23,,,s13,2/27/2022 21:27,2,,,,,,2
True,n162,,66,,,s38,2/4/2022 23:36,-10,1,5,1,1,1,-10
True,n163,a,59,,,s38,2/4/2022 17:10,5,,10,,,,5
True,n164,a,68,,,s20,2/26/2022 22:09,4,,,,,8,4
True,n165,,,,,s38,2/28/2022 7:49,3,,9,,,,3
True,n166,a,64,,,s20,2/2/2022 1:45,-5,10,10,5,10,11,-5
True,n167,a,67,,,s08,2/8/2022 4:00,4,10,9,9,10,10,4
True,n168,a,68,,,s13,2/21/2022 16:12,4,10,10,9,10,10,4
True,n169,,70,,,s03,2/21/2022 22:15,4,,10,,,,4
True,n170,,78,,,s30,2/22/2022 13:50,4,10,10,9,10,9,4
True,n171,a,82,,,s31,2/7/2022 16:36,4,10,10,5,10,10,4
True,n172,,,,,s41,2/5/2022 0:51,2,,,,,,2
True,n173,a,68,,,s07,2/7/2022 21:07,4,,,,,5,4
True,n174,a,79,,,s31,2/10/2022 20:06,4,,,,,10,4
True,n175,b,82,,,s20,2/22/2022 17:30,-10,4,10,3,0,5,-10
True,n176,,77,,,s03,2/24/2022 22:03,-10,0,0,0,0,0,-10
True,n177,a,59,20,2,s32,2/7/2022 14:27,4,10,10,10,10,10,4
True,n178,a,57,,,s13,2/5/2022 1:32,2,9,9,6,8,8,2
True,n179,,,,,s39,2/6/2022 2:41,4,9,10,9,9,8,4
True,n180,,59,,,s43,2/7/2022 20:57,2,8,8,6,7,8,2
True,n181,,83,,,s13,2/23/2022 0:20,-3,5,6,5,5,5,-3
True,n182,a,90,,,s14,2/25/2022 2:00,1,,,,,8,1
True,n183,a,72,,,s08,2/28/2022 13:12,4,,,,,10,4
True,n184,,,,,s12,2/27/2022 14:21,-10,2,,,,,-10
True,n185,,,,,s16,2/5/2022 14:18,2,8,9,9,8,8,2
True,n186,a,73,888,15,s07,2/5/2022 12:46,4,,,,,8,4
True,n187,,75,119,1,s33,2/8/2022 15:57,2,8,9,8,8,7,2
True,n188,a,75,,,s27,2/4/2022 20:22,4,,,,,,4
True,n189,,,,,s27,2/11/2022 10:02,3,9,,,,,3
True,n190,b,69,112,2,s38,2/3/2022 16:42,-7,,10,,,,-7
True,n191,a,62,6,2,s41,2/28/2022 23:38,4,,,,,10,4
True,n192,a,66,3,1,s12,2/4/2022 14:36,4,,10,,,,4
True,n193,a,73,,,s34,2/4/2022 1:46,1,10,,,,,1
True,n194,a,71,,,s39,2/15/2022 20:27,4,,,,,,4
True,n195,a,43,,,s07,2/9/2022 16:20,0,7,6,8,8,6,0
True,n196,a,64,,,s12,2/25/2022 18:22,4,10,10,10,6,10,4
True,n197,a,70,,,s23,2/24/2022 16:56,4,10,10,6,10,8,4
True,n198,,,,,s41,2/9/2022 13:30,4,,9,,,,4
True,n199,a,54,84,3,s39,2/8/2022 10:35,4,10,10,7,8,8,4
True,n200,a,106,,,s07,2/5/2022 12:52,4,8,10,8,8,8,4
True,n201,,,,,s11,2/4/2022 0:15,-10,0,3,5,0,5,-10
True,n202,a,37,,,s21,2/22/2022 23:17,-10,2,2,4,3,2,-10
True,n203,,59,,,s29,2/27/2022 22:44,-10,,,,,,-10
True,n204,a,54,,,s24,2/10/2022 20:35,4,,,,,10,4
True,n205,a,75,25,1,s03,2/9/2022 17:14,4,7,10,8,2,7,4
True,n206,a,65,,,s31,2/7/2022 12:47,-10,3,4,1,4,4,-10
True,n207,a,83,,,s07,2/1/2022 0:57,-4,8,10,8,8,10,-4
True,n208,,49,,,s10,2/9/2022 17:47,4,10,10,10,10,10,4
True,n209,a,49,,,s32,2/6/2022 6:15,-10,5,6,7,2,3,-10
True,n210,b,72,,,s16,2/28/2022 1:39,4,10,10,9,9,10,4
True,n211,,63,,,s03,2/23/2022 5:00,4,5,5,5,5,5,4
True,n212,a,45,1,1,s16,2/24/2022 12:24,4,10,10,10,10,10,4
True,n213,,61,5,1,s31,2/23/2022 11:43,4,10,10,3,10,10,4
True,n214,a,81,,,s14,2/1/2022 23:39,-5,10,10,8,8,9,-5
True,n215,a,79,20,1,s12,2/9/2022 18:28,-10,1,1,8,3,2,-10
True,n216,a,82,,,s25,2/5/2022 2:42,3,,,,,8,3
True,n217,a,69,,,s07,2/4/2022 18:23,0,5,5,2,5,5,0
True,n218,a,80,,,s12,2/24/2022 22:25,-3,5,6,5,5,5,-3
True,n219,b,64,,,s04,2/7/2022 21:35,-9,2,1,3,0,3,-9
True,n220,a,78,63,1,s24,2/23/2022 11:46,3,10,10,9,9,9,3
True,n221,a,78,,,s03,2/27/2022 1:48,2,9,9,9,9,8,2
True,n222,,32,,,s39,2/5/2022 14:14,4,10,10,8,9,10,4
True,n223,a,92,,,s04,2/25/2022 19:41,2,,,,,,2
True,n224,,70,,,s30,2/22/2022 16:47,-10,0,7,,1,3,-10
True,n225,a,63,,,s07,2/9/2022 12:08,0,6,7,6,7,5,0
True,n226,,67,,,s18,2/28/2022 17:27,1,,,,,,1
True,n227,a,121,,,s39,2/22/2022 15:11,4,9,10,9,9,9,4
True,n228,,,,,s10,2/28/2022 16:24,4,,,,,,4
True,n229,,68,,,s17,2/1/2022 2:51,-10,,1,,,,-10
True,n230,a,46,,,s32,2/18/2022 13:42,0,6,6,5,5,5,0
True,n231,,70,,,s08,2/10/2022 11:30,4,10,10,7,8,10,4
True,n232,,57,,,s12,2/5/2022 9:12,4,5,10,5,4,5,4
True,n233,a,71,,,s13,2/27/2022 12:10,4,,10,,,,4
True,n234,a,64,,,s22,2/24/2022 14:09,4,10,10,10,10,10,4
True,n235,,,,,s03,2/22/2022 18:11,-10,0,4,0,0,0,-10
True,n236,,,,,s33,2/7/2022 17:24,3,8,9,5,5,5,3
True,n237,a,55,,,s07,2/9/2022 16:58,3,9,9,4,9,5,3
True,n238,a,63,112,2,s08,2/6/2022 2:46,-9,,,,,,-9
True,n239,c,66,,,s35,2/23/2022 11:11,4,10,8,10,10,9,4
True,n240,,,,,s15,2/9/2022 20:14,4,,10,,,,4
True,n241,a,60,,,s32,2/4/2022 5:09,-10,5,5,5,5,4,-10
True,n242,,61,,,s38,2/23/2022 10:01,2,9,10,8,9,10,2
True,n243,a,85,,,s04,2/24/2022 15:41,2,,8,,,,2
True,n244,,65,,,s14,2/28/2022 18:57,4,,10,,,,4
True,n245,b,61,,,s39,2/8/2022 19:15,4,,10,,,,4
True,n246,a,89,,,s31,2/6/2022 18:45,4,10,10,8,8,10,4
True,n247,,65,,,s12,2/22/2022 17:47,2,8,8,8,8,8,2
True,n248,a,63,,,s42,2/26/2022 18:35,3,10,10,10,10,9,3
True,n249,a,59,70,2,s12,2/7/2022 19:05,4,10,10,10,10,10,4
True,n250,,82,,,s39,2/3/2022 18:45,-7,10,10,10,9,9,-7
True,n251,a,67,,,s20,2/28/2022 18:34,4,,,,,9,4
True,n252,a,87,,,s13,2/1/2022 16:28,-4,8,,,,,-4
True,n253,,65,,,s39,2/6/2022 21:27,2,,9,,,,2
True,n254,a,54,,,s07,2/24/2022 3:54,3,9,8,5,7,9,3
True,n255,,121,,,s33,2/24/2022 18:02,-10,0,0,0,0,0,-10
True,n256,a,79,,,s07,2/9/2022 21:01,3,,,,,8,3
True,n257,a,73,,,s28,2/23/2022 4:44,1,7,7,8,5,7,1
True,n258,a,86,,,s20,2/8/2022 2:44,4,,10,,,,4
True,n259,,72,,,s38,2/24/2022 2:46,-10,,,,,,-10
True,n260,a,81,,,s16,2/9/2022 0:00,2,8,8,7,7,8,2
True,n261,a,64,,,s02,2/25/2022 16:38,-10,,0,,,0,-10
True,n262,,69,,,s39,2/23/2022 19:54,-10,,,,,,-10
True,n263,,,,,s45,2/24/2022 18:49,4,9,,,,9,4
True,n264,c,75,,,s32,2/24/2022 17:19,2,5,8,6,9,4,2
True,n265,,79,10,1,s18,2/21/2022 22:24,4,5,8,7,6,10,4
True,n266,a,72,,,s02,2/22/2022 19:17,-10,2,3,3,1,2,-10
True,n267,a,81,93,3,s22,2/25/2022 13:19,2,,,,,,2
True,n268,a,64,10,2,s03,2/9/2022 2:10,4,,10,,,,4
True,n269,a,95,,,s32,2/22/2022 15:38,-10,0,0,2,0,0,-10
True,n270,a,81,,,s27,2/25/2022 17:49,1,7,7,8,7,6,1
True,n271,a,81,,,s39,2/23/2022 11:17,4,,10,,,,4
