date,unity,n
2020-07-04,sai,164.0
2020-07-05,ent,698.0
2020-07-05,evo,2458.0
2020-07-05,int,2521.0
2020-07-05,pri,2839.0
2020-07-05,sai,375.0
2020-07-06,ent,492.0
2020-07-06,evo,1598.0
2020-07-06,int,1649.0
2020-07-06,pri,1803.0
2020-07-06,sai,276.0
2020-07-07,ent,1172.0
2020-07-07,evo,3374.0
2020-07-07,int,3453.0
2020-07-07,pri,3822.0
2020-07-07,sai,706.0
2020-07-08,ent,927.0
2020-07-08,evo,2496.0
2020-07-08,int,2656.0
2020-07-08,pri,2804.0
2020-07-08,sai,581.0
2020-07-09,ent,454.0
2020-07-09,evo,1292.0
2020-07-09,int,1369.0
2020-07-09,pri,1446.0
2020-07-09,sai,275.0
2020-07-10,ent,556.0
2020-07-10,evo,1528.0
2020-07-10,int,1600.0
2020-07-10,pri,1708.0
2020-07-10,sai,330.0
2020-07-11,ent,270.0
2020-07-11,evo,730.0
2020-07-11,int,779.0
2020-07-11,pri,823.0
2020-07-11,sai,140.0
2020-07-12,ent,1343.0
2020-07-12,evo,3419.0
2020-07-12,int,3739.0
2020-07-12,pri,3928.0
2020-07-12,sai,764.0
2020-07-13,ent,1363.0
2020-07-13,evo,3799.0
2020-07-13,int,3997.0
2020-07-13,pri,4246.0
2020-07-13,sai,820.0
2020-07-14,ent,1124.0
2020-07-14,evo,3320.0
2020-07-14,int,3477.0
2020-07-14,pri,3747.0
2020-07-14,sai,688.0
2020-07-15,ent,1108.0
2020-07-15,evo,3243.0
2020-07-15,int,3417.0
2020-07-15,pri,3682.0
2020-07-15,sai,688.0
2020-07-16,ent,1010.0
2020-07-16,evo,2956.0
2020-07-16,int,3080.0
2020-07-16,pri,3356.0
2020-07-16,sai,608.0
2020-07-17,ent,1030.0
2020-07-17,evo,3058.0
2020-07-17,int,3153.0
2020-07-17,pri,3465.0
2020-07-17,sai,620.0
2020-07-18,ent,572.0
2020-07-18,evo,1780.0
2020-07-18,int,1861.0
2020-07-18,pri,2018.0
2020-07-18,sai,339.0
2020-07-19,ent,559.0
2020-07-19,evo,1701.0
2020-07-19,int,1767.0
2020-07-19,pri,1880.0
2020-07-19,sai,334.0
2020-07-20,ent,1404.0
2020-07-20,evo,4065.0
2020-07-20,int,4060.0
2020-07-20,pri,4476.0
2020-07-20,sai,840.0
2020-07-21,ent,1078.0
2020-07-21,evo,3239.0
2020-07-21,int,3333.0
2020-07-21,pri,3607.0
2020-07-21,sai,683.0
2020-07-22,ent,1085.0
2020-07-22,evo,3122.0
2020-07-22,int,3221.0
2020-07-22,pri,3505.0
2020-07-22,sai,656.0
2020-07-23,ent,1027.0
2020-07-23,evo,3204.0
2020-07-23,int,3314.0
2020-07-23,pri,3638.0
2020-07-23,sai,604.0
2020-07-24,ent,1034.0
2020-07-24,evo,3009.0
2020-07-24,int,3134.0
2020-07-24,pri,3395.0
2020-07-24,sai,661.0
2020-07-25,ent,640.0
2020-07-25,evo,1867.0
2020-07-25,int,1971.0
2020-07-25,pri,2105.0
2020-07-25,sai,392.0
2020-07-26,ent,443.0
2020-07-26,evo,1536.0
2020-07-26,int,1640.0
2020-07-26,pri,1760.0
2020-07-26,sai,260.0
2020-07-27,ent,1297.0
2020-07-27,evo,3580.0
2020-07-27,int,3791.0
2020-07-27,pri,3998.0
2020-07-27,sai,793.0
2020-07-28,ent,1106.0
2020-07-28,evo,3310.0
2020-07-28,int,3472.0
2020-07-28,pri,3657.0
2020-07-28,sai,679.0
2020-07-29,ent,1044.0
2020-07-29,evo,2919.0
2020-07-29,int,3050.0
2020-07-29,pri,3196.0
2020-07-29,sai,620.0
2020-07-30,ent,1038.0
2020-07-30,evo,3020.0
2020-07-30,int,3129.0
2020-07-30,pri,3353.0
2020-07-30,sai,652.0
2020-07-31,ent,976.0
2020-07-31,evo,2705.0
2020-07-31,int,2790.0
2020-07-31,pri,2982.0
2020-07-31,sai,611.0
2020-08-01,ent,0.0
2020-08-01,evo,0.0
2020-08-01,int,0.0
2020-08-01,pri,0.0
2020-08-01,sai,0.0
2020-08-02,ent,0.0
2020-08-02,evo,0.0
2020-08-02,int,0.0
2020-08-02,pri,0.0
2020-08-02,sai,0.0
2020-08-03,ent,0.0
2020-08-03,evo,1.0
2020-08-03,int,1.0
2020-08-03,pri,1.0
2020-08-03,sai,0.0
2020-08-04,ent,321.0
2020-08-04,evo,918.0
2020-08-04,int,957.0
2020-08-04,pri,1048.0
2020-08-04,sai,158.0
2020-08-05,ent,721.0
2020-08-05,evo,2494.0
2020-08-05,int,2479.0
2020-08-05,pri,2825.0
2020-08-05,sai,381.0
2020-08-06,ent,1109.0
2020-08-06,evo,3089.0
2020-08-06,int,3180.0
2020-08-06,pri,3552.0
2020-08-06,sai,598.0
2020-08-07,ent,1093.0
2020-08-07,evo,3260.0
2020-08-07,int,3384.0
2020-08-07,pri,3748.0
2020-08-07,sai,649.0
2020-08-08,ent,503.0
2020-08-08,evo,1515.0
2020-08-08,int,1594.0
2020-08-08,pri,1675.0
2020-08-08,sai,289.0
2020-08-09,ent,1058.0
2020-08-09,evo,2715.0
2020-08-09,int,2881.0
2020-08-09,pri,3039.0
2020-08-09,sai,578.0
2020-08-10,ent,584.0
2020-08-10,evo,1500.0
2020-08-10,int,1597.0
2020-08-10,pri,1682.0
2020-08-10,sai,339.0
2020-08-11,ent,282.0
2020-08-11,evo,705.0
2020-08-11,int,766.0
2020-08-11,pri,811.0
2020-08-11,sai,169.0
2020-08-12,ent,1059.0
2020-08-12,evo,2932.0
2020-08-12,int,3180.0
2020-08-12,pri,3355.0
2020-08-12,sai,590.0
2020-08-13,ent,909.0
2020-08-13,evo,2508.0
2020-08-13,int,2668.0
2020-08-13,pri,2806.0
2020-08-13,sai,551.0
2020-08-14,ent,752.0
2020-08-14,evo,2196.0
2020-08-14,int,2335.0
2020-08-14,pri,2466.0
2020-08-14,sai,463.0
2020-08-15,ent,547.0
2020-08-15,evo,1527.0
2020-08-15,int,1618.0
2020-08-15,pri,1689.0
2020-08-15,sai,307.0
2020-08-16,ent,452.0
2020-08-16,evo,1295.0
2020-08-16,int,1366.0
2020-08-16,pri,1449.0
2020-08-16,sai,269.0
2020-08-17,ent,1144.0
2020-08-17,evo,3013.0
2020-08-17,int,3160.0
2020-08-17,pri,3348.0
2020-08-17,sai,657.0
2020-08-18,ent,1029.0
2020-08-18,evo,2708.0
2020-08-18,int,2830.0
2020-08-18,pri,3006.0
2020-08-18,sai,625.0
2020-08-19,ent,965.0
2020-08-19,evo,2562.0
2020-08-19,int,2684.0
2020-08-19,pri,2844.0
2020-08-19,sai,615.0
2020-08-20,ent,940.0
2020-08-20,evo,2491.0
2020-08-20,int,2641.0
2020-08-20,pri,2761.0
2020-08-20,sai,573.0
2020-08-21,ent,846.0
2020-08-21,evo,2023.0
2020-08-21,int,2151.0
2020-08-21,pri,2260.0
2020-08-21,sai,527.0
2020-08-22,ent,527.0
2020-08-22,evo,1427.0
2020-08-22,int,1512.0
2020-08-22,pri,1576.0
2020-08-22,sai,328.0
2020-08-23,ent,409.0
2020-08-23,evo,1203.0
2020-08-23,int,1276.0
2020-08-23,pri,1347.0
2020-08-23,sai,241.0
2020-08-24,ent,1131.0
2020-08-24,evo,2960.0
2020-08-24,int,3105.0
2020-08-24,pri,3264.0
2020-08-24,sai,669.0
2020-08-25,ent,935.0
2020-08-25,evo,2557.0
2020-08-25,int,2689.0
2020-08-25,pri,2825.0
2020-08-25,sai,578.0
2020-08-26,ent,840.0
2020-08-26,evo,2367.0
2020-08-26,int,2496.0
2020-08-26,pri,2647.0
2020-08-26,sai,500.0
2020-08-27,ent,830.0
2020-08-27,evo,2266.0
2020-08-27,int,2403.0
2020-08-27,pri,2538.0
2020-08-27,sai,486.0
2020-08-28,ent,881.0
2020-08-28,evo,2245.0
2020-08-28,int,2383.0
2020-08-28,pri,2502.0
2020-08-28,sai,498.0
2020-08-29,ent,438.0
2020-08-29,evo,1258.0
2020-08-29,int,1349.0
2020-08-29,pri,1423.0
2020-08-29,sai,260.0
2020-08-30,ent,407.0
2020-08-30,evo,1212.0
2020-08-30,int,1295.0
2020-08-30,pri,1353.0
2020-08-30,sai,239.0
2020-08-31,ent,1094.0
2020-08-31,evo,2869.0
2020-08-31,int,3080.0
2020-08-31,pri,3212.0
2020-08-31,sai,656.0
2020-09-01,ent,0.0
2020-09-01,evo,0.0
2020-09-01,int,0.0
2020-09-01,pri,0.0
2020-09-01,sai,0.0
2020-09-02,ent,0.0
2020-09-02,evo,0.0
2020-09-02,int,0.0
2020-09-02,pri,0.0
2020-09-02,sai,0.0
2020-09-03,ent,2.0
2020-09-03,evo,2.0
2020-09-03,int,4.0
2020-09-03,pri,4.0
2020-09-03,sai,1.0
2020-09-04,ent,332.0
2020-09-04,evo,886.0
2020-09-04,int,892.0
2020-09-04,pri,971.0
2020-09-04,sai,171.0
2020-09-05,ent,459.0
2020-09-05,evo,1622.0
2020-09-05,int,1627.0
2020-09-05,pri,1856.0
2020-09-05,sai,269.0
2020-09-06,ent,924.0
2020-09-06,evo,2868.0
2020-09-06,int,2947.0
2020-09-06,pri,3280.0
2020-09-06,sai,466.0
2020-09-07,ent,1024.0
2020-09-07,evo,3095.0
2020-09-07,int,3210.0
2020-09-07,pri,3576.0
2020-09-07,sai,632.0
2020-09-08,ent,471.0
2020-09-08,evo,1307.0
2020-09-08,int,1404.0
2020-09-08,pri,1483.0
2020-09-08,sai,270.0
2020-09-09,ent,913.0
2020-09-09,evo,2441.0
2020-09-09,int,2602.0
2020-09-09,pri,2711.0
2020-09-09,sai,570.0
2020-09-10,ent,491.0
2020-09-10,evo,1326.0
2020-09-10,int,1437.0
2020-09-10,pri,1514.0
2020-09-10,sai,279.0
2020-09-11,ent,599.0
2020-09-11,evo,1476.0
2020-09-11,int,1642.0
2020-09-11,pri,1725.0
2020-09-11,sai,319.0
2020-09-12,ent,1078.0
2020-09-12,evo,2974.0
2020-09-12,int,3216.0
2020-09-12,pri,3392.0
2020-09-12,sai,623.0
2020-09-13,ent,365.0
2020-09-13,evo,1044.0
2020-09-13,int,1118.0
2020-09-13,pri,1168.0
2020-09-13,sai,224.0
2020-09-14,ent,898.0
2020-09-14,evo,2425.0
2020-09-14,int,2598.0
2020-09-14,pri,2722.0
2020-09-14,sai,547.0
2020-09-15,ent,808.0
2020-09-15,evo,2083.0
2020-09-15,int,2201.0
2020-09-15,pri,2308.0
2020-09-15,sai,515.0
2020-09-16,ent,694.0
2020-09-16,evo,2014.0
2020-09-16,int,2116.0
2020-09-16,pri,2241.0
2020-09-16,sai,425.0
2020-09-17,ent,725.0
2020-09-17,evo,1953.0
2020-09-17,int,2025.0
2020-09-17,pri,2158.0
2020-09-17,sai,446.0
2020-09-18,ent,675.0
2020-09-18,evo,1882.0
2020-09-18,int,1972.0
2020-09-18,pri,2095.0
2020-09-18,sai,389.0
2020-09-19,ent,372.0
2020-09-19,evo,1070.0
2020-09-19,int,1156.0
2020-09-19,pri,1203.0
2020-09-19,sai,228.0
2020-09-20,ent,354.0
2020-09-20,evo,1074.0
2020-09-20,int,1119.0
2020-09-20,pri,1197.0
2020-09-20,sai,208.0
2020-09-21,ent,949.0
2020-09-21,evo,2254.0
2020-09-21,int,2422.0
2020-09-21,pri,2534.0
2020-09-21,sai,538.0
2020-09-22,ent,616.0
2020-09-22,evo,1681.0
2020-09-22,int,1806.0
2020-09-22,pri,1903.0
2020-09-22,sai,378.0
2020-09-23,ent,622.0
2020-09-23,evo,1734.0
2020-09-23,int,1825.0
2020-09-23,pri,1940.0
2020-09-23,sai,372.0
2020-09-24,ent,632.0
2020-09-24,evo,1715.0
2020-09-24,int,1809.0
2020-09-24,pri,1901.0
2020-09-24,sai,362.0
2020-09-25,ent,687.0
2020-09-25,evo,1837.0
2020-09-25,int,1919.0
2020-09-25,pri,2030.0
2020-09-25,sai,406.0
2020-09-26,ent,361.0
2020-09-26,evo,939.0
2020-09-26,int,1017.0
2020-09-26,pri,1051.0
2020-09-26,sai,214.0
2020-09-27,ent,355.0
2020-09-27,evo,934.0
2020-09-27,int,1003.0
2020-09-27,pri,1060.0
2020-09-27,sai,208.0
2020-09-28,ent,877.0
2020-09-28,evo,2194.0
2020-09-28,int,2346.0
2020-09-28,pri,2445.0
2020-09-28,sai,482.0
2020-09-29,ent,664.0
2020-09-29,evo,1788.0
2020-09-29,int,1939.0
2020-09-29,pri,2024.0
2020-09-29,sai,385.0
2020-09-30,ent,596.0
2020-09-30,evo,1656.0
2020-09-30,int,1789.0
2020-09-30,pri,1886.0
2020-09-30,sai,341.0
2020-10-01,ent,0.0
2020-10-01,evo,0.0
2020-10-01,int,0.0
2020-10-01,pri,0.0
2020-10-01,sai,0.0
2020-10-02,ent,0.0
2020-10-02,evo,0.0
2020-10-02,int,0.0
2020-10-02,pri,0.0
2020-10-02,sai,0.0
2020-10-03,ent,5.0
2020-10-03,evo,7.0
2020-10-03,int,8.0
2020-10-03,pri,8.0
2020-10-03,sai,4.0
2020-10-04,ent,229.0
2020-10-04,evo,680.0
2020-10-04,int,688.0
2020-10-04,pri,769.0
2020-10-04,sai,145.0
2020-10-05,ent,383.0
2020-10-05,evo,1540.0
2020-10-05,int,1541.0
2020-10-05,pri,1742.0
2020-10-05,sai,230.0
2020-10-06,ent,1092.0
2020-10-06,evo,2995.0
2020-10-06,int,3037.0
2020-10-06,pri,3426.0
2020-10-06,sai,635.0
2020-10-07,ent,1111.0
2020-10-07,evo,3255.0
2020-10-07,int,3344.0
2020-10-07,pri,3675.0
2020-10-07,sai,669.0
2020-10-08,ent,1254.0
2020-10-08,evo,3336.0
2020-10-08,int,3533.0
2020-10-08,pri,3724.0
2020-10-08,sai,723.0
2020-10-09,ent,789.0
2020-10-09,evo,2164.0
2020-10-09,int,2308.0
2020-10-09,pri,2408.0
2020-10-09,sai,497.0
2020-10-10,ent,315.0
2020-10-10,evo,813.0
2020-10-10,int,872.0
2020-10-10,pri,927.0
2020-10-10,sai,173.0
2020-10-11,ent,528.0
2020-10-11,evo,1294.0
2020-10-11,int,1419.0
2020-10-11,pri,1488.0
2020-10-11,sai,297.0
2020-10-12,ent,1002.0
2020-10-12,evo,2792.0
2020-10-12,int,3026.0
2020-10-12,pri,3208.0
2020-10-12,sai,573.0
2020-10-13,ent,782.0
2020-10-13,evo,2022.0
2020-10-13,int,2142.0
2020-10-13,pri,2267.0
2020-10-13,sai,441.0
2020-10-14,ent,620.0
2020-10-14,evo,1581.0
2020-10-14,int,1687.0
2020-10-14,pri,1783.0
2020-10-14,sai,347.0
2020-10-15,ent,537.0
2020-10-15,evo,1402.0
2020-10-15,int,1523.0
2020-10-15,pri,1614.0
2020-10-15,sai,341.0
2020-10-16,ent,522.0
2020-10-16,evo,1333.0
2020-10-16,int,1436.0
2020-10-16,pri,1509.0
2020-10-16,sai,316.0
2020-10-17,ent,280.0
2020-10-17,evo,768.0
2020-10-17,int,833.0
2020-10-17,pri,877.0
2020-10-17,sai,152.0
2020-10-18,ent,243.0
2020-10-18,evo,724.0
2020-10-18,int,778.0
2020-10-18,pri,822.0
2020-10-18,sai,131.0
2020-10-19,ent,751.0
2020-10-19,evo,1875.0
2020-10-19,int,2052.0
2020-10-19,pri,2147.0
2020-10-19,sai,431.0
2020-10-20,ent,530.0
2020-10-20,evo,1469.0
2020-10-20,int,1580.0
2020-10-20,pri,1680.0
2020-10-20,sai,313.0
2020-10-21,ent,561.0
2020-10-21,evo,1340.0
2020-10-21,int,1464.0
2020-10-21,pri,1541.0
2020-10-21,sai,344.0
2020-10-22,ent,508.0
2020-10-22,evo,1354.0
2020-10-22,int,1453.0
2020-10-22,pri,1529.0
2020-10-22,sai,308.0
2020-10-23,ent,499.0
2020-10-23,evo,1320.0
2020-10-23,int,1439.0
2020-10-23,pri,1511.0
2020-10-23,sai,305.0
2020-10-24,ent,268.0
2020-10-24,evo,746.0
2020-10-24,int,815.0
2020-10-24,pri,860.0
2020-10-24,sai,163.0
2020-10-25,ent,273.0
2020-10-25,evo,751.0
2020-10-25,int,837.0
2020-10-25,pri,883.0
2020-10-25,sai,163.0
2020-10-26,ent,772.0
2020-10-26,evo,1846.0
2020-10-26,int,1996.0
2020-10-26,pri,2098.0
2020-10-26,sai,455.0
2020-10-27,ent,522.0
2020-10-27,evo,1416.0
2020-10-27,int,1534.0
2020-10-27,pri,1617.0
2020-10-27,sai,303.0
2020-10-28,ent,526.0
2020-10-28,evo,1387.0
2020-10-28,int,1478.0
2020-10-28,pri,1578.0
2020-10-28,sai,302.0
2020-10-29,ent,540.0
2020-10-29,evo,1430.0
2020-10-29,int,1584.0
2020-10-29,pri,1643.0
2020-10-29,sai,316.0
2020-10-30,ent,446.0
2020-10-30,evo,1158.0
2020-10-30,int,1306.0
2020-10-30,pri,1369.0
2020-10-30,sai,278.0
2020-10-31,ent,285.0
2020-10-31,evo,690.0
2020-10-31,int,755.0
2020-10-31,pri,791.0
2020-10-31,sai,162.0
2020-11-01,ent,0.0
2020-11-01,evo,0.0
2020-11-01,int,0.0
2020-11-01,pri,0.0
2020-11-01,sai,0.0
2020-11-02,ent,0.0
2020-11-02,evo,0.0
2020-11-02,int,0.0
2020-11-02,pri,0.0
2020-11-02,sai,0.0
2020-11-03,ent,1.0
2020-11-03,evo,6.0
2020-11-03,int,5.0
2020-11-03,pri,6.0
2020-11-03,sai,1.0
2020-11-04,ent,204.0
2020-11-04,evo,650.0
2020-11-04,int,681.0
2020-11-04,pri,736.0
2020-11-04,sai,99.0
2020-11-05,ent,976.0
2020-11-05,evo,3253.0
2020-11-05,int,3266.0
2020-11-05,pri,3687.0
2020-11-05,sai,519.0
2020-11-06,ent,758.0
2020-11-06,evo,2461.0
2020-11-06,int,2440.0
2020-11-06,pri,2764.0
2020-11-06,sai,440.0
2020-11-07,ent,622.0
2020-11-07,evo,1903.0
2020-11-07,int,2028.0
2020-11-07,pri,2157.0
2020-11-07,sai,380.0
2020-11-08,ent,1017.0
2020-11-08,evo,2754.0
2020-11-08,int,2919.0
2020-11-08,pri,3065.0
2020-11-08,sai,593.0
2020-11-09,ent,763.0
2020-11-09,evo,2059.0
2020-11-09,int,2170.0
2020-11-09,pri,2287.0
2020-11-09,sai,441.0
2020-11-10,ent,273.0
2020-11-10,evo,779.0
2020-11-10,int,846.0
2020-11-10,pri,891.0
2020-11-10,sai,152.0
2020-11-11,ent,949.0
2020-11-11,evo,2335.0
2020-11-11,int,2494.0
2020-11-11,pri,2603.0
2020-11-11,sai,574.0
2020-11-12,ent,949.0
2020-11-12,evo,2742.0
2020-11-12,int,2951.0
2020-11-12,pri,3154.0
2020-11-12,sai,583.0
2020-11-13,ent,717.0
2020-11-13,evo,1729.0
2020-11-13,int,1909.0
2020-11-13,pri,1996.0
2020-11-13,sai,423.0
2020-11-14,ent,367.0
2020-11-14,evo,1017.0
2020-11-14,int,1118.0
2020-11-14,pri,1181.0
2020-11-14,sai,208.0
2020-11-15,ent,307.0
2020-11-15,evo,971.0
2020-11-15,int,1060.0
2020-11-15,pri,1099.0
2020-11-15,sai,192.0
2020-11-16,ent,996.0
2020-11-16,evo,2577.0
2020-11-16,int,2802.0
2020-11-16,pri,2944.0
2020-11-16,sai,569.0
2020-11-17,ent,816.0
2020-11-17,evo,2255.0
2020-11-17,int,2481.0
2020-11-17,pri,2627.0
2020-11-17,sai,470.0
2020-11-18,ent,796.0
2020-11-18,evo,2115.0
2020-11-18,int,2299.0
2020-11-18,pri,2442.0
2020-11-18,sai,455.0
2020-11-19,ent,792.0
2020-11-19,evo,2035.0
2020-11-19,int,2239.0
2020-11-19,pri,2375.0
2020-11-19,sai,456.0
2020-11-20,ent,642.0
2020-11-20,evo,1858.0
2020-11-20,int,2017.0
2020-11-20,pri,2122.0
2020-11-20,sai,399.0
2020-11-21,ent,457.0
2020-11-21,evo,1261.0
2020-11-21,int,1371.0
2020-11-21,pri,1449.0
2020-11-21,sai,270.0
2020-11-22,ent,423.0
2020-11-22,evo,1144.0
2020-11-22,int,1266.0
2020-11-22,pri,1324.0
2020-11-22,sai,251.0
2020-11-23,ent,1184.0
2020-11-23,evo,2911.0
2020-11-23,int,3165.0
2020-11-23,pri,3317.0
2020-11-23,sai,653.0
2020-11-24,ent,943.0
2020-11-24,evo,2556.0
2020-11-24,int,2842.0
2020-11-24,pri,2970.0
2020-11-24,sai,511.0
2020-11-25,ent,919.0
2020-11-25,evo,2419.0
2020-11-25,int,2681.0
2020-11-25,pri,2809.0
2020-11-25,sai,500.0
2020-11-26,ent,1001.0
2020-11-26,evo,2503.0
2020-11-26,int,2739.0
2020-11-26,pri,2880.0
2020-11-26,sai,561.0
2020-11-27,ent,912.0
2020-11-27,evo,2474.0
2020-11-27,int,2701.0
2020-11-27,pri,2828.0
2020-11-27,sai,520.0
2020-11-28,ent,509.0
2020-11-28,evo,1515.0
2020-11-28,int,1654.0
2020-11-28,pri,1745.0
2020-11-28,sai,279.0
2020-11-29,ent,447.0
2020-11-29,evo,1377.0
2020-11-29,int,1514.0
2020-11-29,pri,1595.0
2020-11-29,sai,246.0
2020-11-30,ent,1294.0
2020-11-30,evo,3333.0
2020-11-30,int,3619.0
2020-11-30,pri,3806.0
2020-11-30,sai,706.0
2020-12-01,ent,0.0
2020-12-01,evo,0.0
2020-12-01,int,0.0
2020-12-01,pri,0.0
2020-12-01,sai,0.0
2020-12-02,ent,0.0
2020-12-02,evo,0.0
2020-12-02,int,0.0
2020-12-02,pri,0.0
2020-12-02,sai,0.0
2020-12-03,ent,6.0
2020-12-03,evo,10.0
2020-12-03,int,11.0
2020-12-03,pri,13.0
2020-12-03,sai,3.0
2020-12-04,ent,197.0
2020-12-04,evo,593.0
2020-12-04,int,618.0
2020-12-04,pri,669.0
2020-12-04,sai,116.0
2020-12-05,ent,918.0
2020-12-05,evo,2989.0
2020-12-05,int,3048.0
2020-12-05,pri,3393.0
2020-12-05,sai,448.0
2020-12-06,ent,1072.0
2020-12-06,evo,3031.0
2020-12-06,int,3024.0
2020-12-06,pri,3450.0
2020-12-06,sai,635.0
2020-12-07,ent,557.0
2020-12-07,evo,1707.0
2020-12-07,int,1772.0
2020-12-07,pri,1890.0
2020-12-07,sai,340.0
2020-12-08,ent,936.0
2020-12-08,evo,2587.0
2020-12-08,int,2699.0
2020-12-08,pri,2866.0
2020-12-08,sai,568.0
2020-12-09,ent,378.0
2020-12-09,evo,1114.0
2020-12-09,int,1193.0
2020-12-09,pri,1253.0
2020-12-09,sai,223.0
2020-12-10,ent,305.0
2020-12-10,evo,830.0
2020-12-10,int,899.0
2020-12-10,pri,956.0
2020-12-10,sai,171.0
2020-12-11,ent,708.0
2020-12-11,evo,1804.0
2020-12-11,int,1941.0
2020-12-11,pri,2049.0
2020-12-11,sai,437.0
2020-12-12,ent,542.0
2020-12-12,evo,1628.0
2020-12-12,int,1781.0
2020-12-12,pri,1883.0
2020-12-12,sai,339.0
2020-12-13,ent,422.0
2020-12-13,evo,1365.0
2020-12-13,int,1481.0
2020-12-13,pri,1594.0
2020-12-13,sai,239.0
2020-12-14,ent,1378.0
2020-12-14,evo,3504.0
2020-12-14,int,3857.0
2020-12-14,pri,4076.0
2020-12-14,sai,780.0
2020-12-15,ent,1104.0
2020-12-15,evo,3027.0
2020-12-15,int,3272.0
2020-12-15,pri,3455.0
2020-12-15,sai,636.0
2020-12-16,ent,962.0
2020-12-16,evo,2802.0
2020-12-16,int,3060.0
2020-12-16,pri,3239.0
2020-12-16,sai,545.0
2020-12-17,ent,985.0
2020-12-17,evo,2794.0
2020-12-17,int,3039.0
2020-12-17,pri,3227.0
2020-12-17,sai,565.0
2020-12-18,ent,974.0
2020-12-18,evo,2689.0
2020-12-18,int,2894.0
2020-12-18,pri,3063.0
2020-12-18,sai,557.0
2020-12-19,ent,550.0
2020-12-19,evo,1553.0
2020-12-19,int,1721.0
2020-12-19,pri,1809.0
2020-12-19,sai,330.0
2020-12-20,ent,515.0
2020-12-20,evo,1573.0
2020-12-20,int,1749.0
2020-12-20,pri,1848.0
2020-12-20,sai,296.0
2020-12-21,ent,1226.0
2020-12-21,evo,3289.0
2020-12-21,int,3668.0
2020-12-21,pri,3847.0
2020-12-21,sai,646.0
2020-12-22,ent,1055.0
2020-12-22,evo,2906.0
2020-12-22,int,3142.0
2020-12-22,pri,3323.0
2020-12-22,sai,595.0
2020-12-23,ent,964.0
2020-12-23,evo,2745.0
2020-12-23,int,2936.0
2020-12-23,pri,3107.0
2020-12-23,sai,578.0
2020-12-24,ent,715.0
2020-12-24,evo,1883.0
2020-12-24,int,2073.0
2020-12-24,pri,2174.0
2020-12-24,sai,431.0
2020-12-25,ent,445.0
2020-12-25,evo,1232.0
2020-12-25,int,1337.0
2020-12-25,pri,1425.0
2020-12-25,sai,255.0
2020-12-26,ent,651.0
2020-12-26,evo,1766.0
2020-12-26,int,1935.0
2020-12-26,pri,2044.0
2020-12-26,sai,387.0
2020-12-27,ent,573.0
2020-12-27,evo,1586.0
2020-12-27,int,1748.0
2020-12-27,pri,1845.0
2020-12-27,sai,339.0
2020-12-28,ent,1619.0
2020-12-28,evo,4055.0
2020-12-28,int,4440.0
2020-12-28,pri,4669.0
2020-12-28,sai,896.0
2020-12-29,ent,1263.0
2020-12-29,evo,3265.0
2020-12-29,int,3536.0
2020-12-29,pri,3702.0
2020-12-29,sai,771.0
2020-12-30,ent,1128.0
2020-12-30,evo,2955.0
2020-12-30,int,3217.0
2020-12-30,pri,3422.0
2020-12-30,sai,711.0
2020-12-31,ent,740.0
2020-12-31,evo,1899.0
2020-12-31,int,2043.0
2020-12-31,pri,2174.0
2020-12-31,sai,423.0
